REACTION,DELTAG [kJ/mol],UNCERTAINTY [kJ/mol]
UDPGALt2g,0,0
UDPGALtg_for,0,0
UDPGD,107.38,14.72
UDPGLCAter_for,0,0
UDPGLCAtg_for,0,0
UDPGLCter_for,0,0
UDPGLCtg_for,0,0
UDPGLDCg,-47.81,7.54
UDPGNP,33.46,6.36
UDPGP,51.5,11.26
UDPtl_for,0,0
UDPXYLter_for,0,0
UDPXYLtg_for,0,0
UGALGTg,45.15,5.81
UGALNACter_for,0,0
UGALNACtg_for,0,0
UGCG,-999999,0
UGLCNACtg_for,0,0
UGLT_for,0,0
UGT1A10r_for,23.24,10.83
UGT1A1r,-999999,0
UGT1A2r,1.73,9.69
UGT1A3r,43.08,3.96
UGT1A4r,44.83,4.18
UGT1A5r,0.86,4.84
UGT1A5r2,0.86,4.84
UGT1A6r,-999999,0
UGT1A7r,43.08,3.96
UGT1A8r,-999999,0
UGT1A9r,-999999,0
UMPK_for,3.35,5.15
UMPK2_for,7.02,6.7
UMPK2n_for,7.02,6.7
UMPK3_for,4.19,4.73
UMPK3n_for,4.19,4.73
UMPK4_for,7.02,5.58
UMPK4n_for,7.02,5.58
UMPK5_for,0.67,5.85
UMPK5n_for,0.67,5.85
UMPK6_for,1.69,6.8
UMPK6n_for,1.69,6.8
UMPK7_for,3.95,6.8
UMPK7n_for,3.95,6.8
UMPKm_for,3.35,5.15
UMPKn_for,3.35,5.15
UMPtr_for,0,0
UNK2,-48.96,10.24
UNK3,-999999,0
UPP3S,-999999,0
UPPDC1,-233.1,28.03
UPPN,-135.42,15.96
URAt_for,0,0
URATEt,0,0
URATEtx,0,0
URCN,-999999,0
UREAt_for,0,0
UREAt5_for,0,0
UREAtm_for,0,0
URIDK2m_for,3.17,2.57
URIK1,14.78,8.79
URIt_for,0,0
URIt4,0,0
Uritl_for,0,0
Uritm_for,0,0
Uritn_for,0,0
UROLACer_for,-13.99,7.05
UTPtn_for,0,0
VACCCPT1,-999999,0
VACCCPT2,-999999,0
VACCCRNt,-999999,0
VACCt_for,0,0
VALt4,0,0
VALt5m_for,0,0
VALTA_for,-8.53,5.97
VALTAm_for,-8.53,5.97
VALtec_for,0,0
VD3_for,4.79,4.54
VITD2Hm,-450.36,7.01
VITD2t,0,0
VITD2tm_for,0,0
VITD3Hm,-450.36,7.01
VITD3t,0,0
VITD3t2,0,0
VITD3tm,0,0
VITD3tm3,0,0
VLCS2p,-22.73,2.76
VLCS2r,-22.73,2.76
VLCSp,-22.73,2.76
VLCSr,-22.73,2.76
WHDDCAte_for,0,0
WHHDCAte_for,0,0
WHTSTSTERONEte_for,0,0
WHTTDCAte_for,0,0
XANDp,23.15,9.44
XANtx,0,0
XAO2x,-118.87,9.79
XAOx,-152.29,10.58
XOL27OHtm_for,0,0
XOL7AH2tm_for,0,0
XOL7AH2tr_for,0,0
XOL7AONEtr_for,0,0
XOLDIOLONEt_for,0,0
XOLDIOLONEtm_for,0,0
XOLEST2te_for,0,0
XOLESTte_for,0,0
XOLTRI24tc_for,0,0
XOLTRI24te_for,0,0
XOLTRI25tc_for,0,0
XOLTRI25te_for,0,0
XOLTRI27tc_for,0,0
XOLTRI27te_for,0,0
XOLTRIOLtm_for,0,0
XOLTRIOLtr_for,0,0
XSERtg,0,0
XYLK,24.99,5.57
XYLt_for,0,0
XYLTD_Dr_for,51.86,5.85
XYLTer,-999999,0
XYLtly,0,0
XYLTt_for,0,0
XYLUR_for,-55.29,5.86
YVITEt,0,0
EX_4abutn(e)_for,-999999,0
EX_acmana(e)_for,-999999,0
EX_ahdt(e)_for,-999999,0
EX_ctp(e)_for,-999999,0
EX_dgmp(e)_for,-999999,0
EX_dgtp(e)_for,-999999,0
EX_dha(e)_for,-999999,0
EX_dhap(e)_for,-999999,0
EX_dtmp(e)_for,-999999,0
EX_dttp(e)_for,-999999,0
EX_fad(e)_for,-999999,0
EX_fald(e)_for,-999999,0
EX_g1p(e)_for,-999999,0
EX_HC00229(e)_for,-999999,0
EX_HC00250(e)_for,-999999,0
EX_HC01104(e)_for,-999999,0
EX_HC01361(e)_for,-999999,0
EX_HC01440(e)_for,-999999,0
EX_HC01441(e)_for,-999999,0
EX_HC01444(e)_for,-999999,0
EX_HC01446(e)_for,-999999,0
EX_HC01577(e)_for,-999999,0
EX_HC01609(e)_for,-999999,0
EX_HC01610(e)_for,-999999,0
EX_HC01700(e)_for,-999999,0
EX_HC02160(e)_for,-999999,0
EX_HC02161(e)_for,-999999,0
EX_itp(e)_for,-999999,0
EX_orot(e)_for,-999999,0
EX_prpp(e)_for,-999999,0
EX_ptrc(e)_for,-999999,0
EX_pydx5p(e)_for,-999999,0
EX_spmd(e)_for,-999999,0
EX_udpg(e)_for,-999999,0
r0001,-999999,0
r0002_for,0,0
r0009,24.76,4.74
r0010,-192.89,10.88
r0013,-11.12,5.82
r0016_for,-195.12,33.21
r0021_for,61.21,4.92
r0022_for,61.21,4.92
r0023,-999999,0
r0024,-999999,0
r0027_for,39.66,11.63
r0028,9.45,4.76
r0033,45.77,6.69
r0034,102.52,16.38
r0047,-13.45,2.28
r0051_for,35.14,2.16
r0055_for,65.08,10.15
r0060,-24.25,5.22
r0062,11.16,4.8
r0068,-999999,0
r0074_for,45.81,10.16
r0081_for,-1.46,0.86
r0082,-47.58,8.52
r0083,-47.58,8.52
r0084,-47.58,8.52
r0085,6.24,6.36
r0086,6.24,6.36
r0093,51.5,11.26
r0097,-999999,0
r0113,25.18,7.16
r0119,-0.94,5.61
r0120,-999999,0
r0121,-999999,0
r0122,-71.31,5.24
r0127,-12.37,7.12
r0129_for,-17.63,5.22
r0130_for,-17.63,5.22
r0139_for,7.21,6.71
r0142,-174.36,8.98
r0145_for,-999999,0
r0149_for,15,6.4
r0153,-71.3,6.47
r0156,-11.86,3.6
r0157,-11.86,3.6
r0160,4.11,1.25
r0163,-58.51,7.71
r0165,-68.48,5.2
r0166,-4.6,7.81
r0170_for,-169.44,11.99
r0173_for,69.92,4.79
r0178_for,45.97,10.28
r0179,49.4,10.29
r0181_for,7.59,5.29
r0186,-37.81,6.6
r0191,27.97,5.25
r0193_for,42.75,9.66
r0196_for,19.35,5.41
r0202_for,68.63,4.88
r0205,-102.44,12.29
r0208_for,-65.21,7.33
r0210,-67,8.41
r0220,-999999,0
r0221,-999999,0
r0224,-68.63,5.09
r0226,-72.06,5.06
r0233,-999999,0
r0236,27.35,9.32
r0239_for,25.16,13.22
r0242_for,-12.2,3.51
r0245_for,85.28,5.73
r0246,85.28,5.73
r0249_for,2.16,1.23
r0265,-999999,0
r0267_for,-434.69,6.94
r0268_for,-438.12,6.95
r0276_for,-999999,0
r0280,-64.95,5.53
r0281_for,-89.02,8.97
r0283,-4.63,10.99
r0287,-37.75,3.3
r0295,-27.46,7.66
r0301,-999999,0
r0308,-19.85,6.03
r0309_for,122.56,6.06
r0310,-51.94,12.66
r0311,-13.63,12.41
r0317_for,8.29,1.83
r0318,-999999,0
r0319,-999999,0
r0321,-9.61,2.3
r0330,-48,8.53
r0331,-48,8.53
r0339,28.73,4.84
r0340,28.73,4.84
r0345_for,2.04,2.79
r0354,16.3,5.32
r0355,17.36,5.51
r0357,18.94,5.36
r0358,19.99,5.54
r0360,13.57,5.51
r0361,14.63,5.69
r0363,33.18,7.44
r0364,34.23,7.25
r0365,66.25,6.69
r0366,-999999,0
r0368,-999999,0
r0377,26.99,6.4
r0380,-999999,0
r0381_for,-999999,0
r0383,-52.24,7.21
r0384,-48.65,7.74
r0385,-40.34,7.18
r0386,-48.65,8.57
r0388_for,-91.57,9.72
r0389_for,-105.35,7.54
r0390_for,-8.51,1.38
r0391_for,64.29,6.69
r0392_for,33.99,9.79
r0393,33.99,9.79
r0394_for,56.56,8.52
r0395,-118.87,9.79
r0398,-999999,0
r0399_for,-999999,0
r0400_for,-219.34,11.59
r0402,-59.35,5.12
r0403_for,-999999,0
r0407_for,5.48,5.46
r0408_for,35.77,7.27
r0409_for,36.62,7.53
r0410_for,-8.99,6.52
r0413,-68.24,6.53
r0422_for,54.97,7.13
r0423,54.97,7.13
r0424_for,54.97,7.13
r0425_for,51.54,7.12
r0426_for,0.67,1.83
r0430,-999999,0
r0431,-999999,0
r0432,-999999,0
r0433,-999999,0
r0434_for,1.98,4.73
r0437_for,1.98,4.73
r0438,-6.88,3.21
r0439,-999999,0
r0440,-6.88,3.21
r0441_for,-999999,0
r0443,-999999,0
r0444,-6.88,3.21
r0445,-999999,0
r0446,-6.88,3.21
r0450_for,-0.72,4.73
r0451,-56.92,7.69
r0456,24.73,6.4
r0463_for,-22.44,6.36
r0464_for,43.91,10.11
r0465,-999999,0
r0466,-999999,0
r0470,133.83,8.26
r0472_for,130.33,5.72
r0474_for,127.97,5.05
r0475_for,128.27,5.21
r0480_for,-999999,0
r0483_for,1.35,3.59
r0488_for,95.74,9.98
r0494_for,8.5,6.71
r0497_for,11.38,6.57
r0502,23.15,9.44
r0504,-152.29,10.58
r0509,-66.14,12.65
r0510,-999999,0
r0511,-999999,0
r0512_for,18.61,5.09
r0514,-22.04,5.06
r0517_for,-55.9,6.98
r0522,57.93,13.3
r0523,-46.6,12.44
r0525_for,68.65,7.73
r0527_for,-6.89,11.7
r0531_for,23.66,6.28
r0537,-5.9,3.33
r0539_for,-999999,0
r0541_for,-131.78,14.65
r0545,55.51,10.19
r0546,55.51,10.19
r0547_for,58.94,10.19
r0548,58.94,10.19
r0549_for,40.48,10.11
r0552_for,46.17,9.69
r0553_for,49.6,9.7
r0555,-29.78,2.8
r0556_for,23.32,4.97
r0557,-26.9,2.9
r0558_for,46.17,9.69
r0559_for,129.26,8.47
r0560,-74.12,12.31
r0561,-26.9,2.9
r0568,-12.89,10.07
r0570_for,-22.53,6.13
r0571_for,5.23,8.84
r0573,-22.73,2.76
r0575_for,-53.74,12.94
r0578_for,26.9,5.32
r0579,26.9,5.32
r0580,-55.9,6.98
r0584_for,69.49,13.24
r0587_for,-999999,0
r0590,-79.92,10.78
r0591_for,75.94,13.51
r0594,54.79,10.72
r0595,-999999,0
r0596,4.41,7.13
r0598,5.48,4.73
r0603_for,-68.97,12.61
r0604,-26.9,2.9
r0610_for,30.8,6.49
r0611_for,23.38,5.38
r0614_for,-55.9,6.98
r0615_for,118.42,12.38
r0616_for,118.42,12.38
r0617_for,121.85,12.39
r0618,121.85,12.39
r0620_for,9.85,3.7
r0625,46.17,9.69
r0626,2881.41,17.88
r0627_for,-11.97,5.02
r0629_for,45.02,4.9
r0630_for,-999999,0
r0633_for,118.13,5.51
r0634_for,26.9,2.52
r0636,6.88,3.21
r0637,-6.88,3.21
r0638_for,118.13,5.51
r0639,-26.9,2.52
r0641_for,-14.15,4.59
r0642_for,45.02,9.77
r0643_for,45.02,9.77
r0644_for,130.41,8.52
r0645_for,-999999,0
r0647_for,99.54,11.19
r0648,-999999,0
r0649,-999999,0
r0650_for,-22.73,2.76
r0651_for,-22.73,2.76
r0652_for,118.13,5.51
r0653,-26.9,2.52
r0655_for,-68.97,12.61
r0656,-26.9,2.9
r0660_for,11.35,2.92
r0661,-11.35,2.92
r0666_for,-999999,0
r0668_for,-999999,0
r0669,12.12,2.92
r0670,-40.34,7.18
r0671,2.29,10.46
r0672_for,43.81,6.1
r0673,-59.35,5.12
r0678,-999999,0
r0679_for,26.9,5.32
r0680_for,26.9,5.32
r0681,-999999,0
r0682,-999999,0
r0683,-66.69,13.47
r0686_for,40.94,10.12
r0688_for,46.17,9.69
r0691,-999999,0
r0692,-999999,0
r0693,-999999,0
r0694,-999999,0
r0695,-999999,0
r0696,-999999,0
r0697,-999999,0
r0698,-92.8,19.69
r0701,-999999,0
r0702,-999999,0
r0706,-73.34,7.57
r0707_for,2.36,11.96
r0708,-999999,0
r0709,-999999,0
r0712,-999999,0
r0713,-999999,0
r0714,55.92,5.1
r0715,55.92,5.1
r0716,-11.35,2.92
r0717,-11.35,2.92
r0718,55.92,5.1
r0719,55.92,5.1
r0720,-11.35,2.92
r0721,-11.35,2.92
r0722_for,55.92,5.1
r0723,55.92,5.1
r0724_for,26.9,2.52
r0726_for,55.92,5.1
r0727,55.92,5.1
r0728_for,11.35,2.92
r0729,-11.35,2.92
r0730,55.92,5.1
r0731,-11.35,2.92
r0732,-999999,0
r0733,67.04,5.29
r0734,-1.03,4.73
r0735_for,118.13,5.51
r0737,-999999,0
r0739_for,61.46,5.14
r0741_for,-438.12,6.95
r0743,55.92,5.1
r0744,1.26,3.8
r0747_for,45.42,5.76
r0750_for,45.42,5.76
r0752_for,46.17,9.69
r0753,49.6,9.7
r0754_for,46.17,9.69
r0755,49.6,9.7
r0756_for,46.17,9.69
r0757,49.6,9.7
r0758_for,46.17,9.69
r0760,-999999,0
r0761,-999999,0
r0762,-999999,0
r0763,-999999,0
r0764,-999999,0
r0765,-999999,0
r0766,-999999,0
r0767,-999999,0
r0768,-999999,0
r0769,-999999,0
r0770,-999999,0
r0771,-999999,0
r0772,-999999,0
r0773,-999999,0
r0774_for,-233.1,28.03
r0775,-999999,0
r0776,-999999,0
r0777,-999999,0
r0778,-999999,0
r0779,17.6,5.65
r0780_for,91.46,16.65
r0781_for,-999999,0
r0782,-41.99,5.75
r0783_for,105.53,9.62
r0784_for,51.86,5.85
r0786,-999999,0
r0787,-15.57,2.45
r0788_for,-999999,0
r0789_for,-999999,0
r0791_for,-999999,0
r0792_for,123.14,11.62
r0795,-999999,0
r0796_for,-59.3,5.19
r0797_for,45.02,4.9
r0800,-999999,0
r0801_for,0,0
r0802,0,0
r0803,0,0
r0804,0,0
r0805,0,0
r0806,0,0
r0807,0,0
r0808,0,0
r0809_for,0,0
r0812_for,0,0
r0813,11.33,4.76
r0817_for,0,0
r0818,0,0
r0819_for,0,0
r0821_for,0,0
r0822_for,0,0
r0825,0,0
r0826,0,0
r0829_for,0,0
r0830_for,0,0
r0834_for,0,0
r0835_for,0,0
r0836_for,0,0
r0838_for,0,0
r0839_for,0,0
r0840_for,0,0
r0841_for,0,0
r0842_for,0,0
r0845,0,0
r0853,0,0
r0859,0,0
r0860_for,0,0
r0870_for,0,0
r0871_for,0,0
r0879,0,0
r0881,0,0
r0885_for,0,0
r0886_for,0,0
r0892_for,0,0
r0899_for,0,0
r0907_for,0,0
r0908_for,0,0
r0909_for,0,0
r0911_for,0,0
r0913_for,0,0
r0915_for,0,0
r0917_for,0,0
r0921,0,0
r0924,11.33,4.76
r0925,0,0
r0926,0,0
r0927,0,0
r0931,0,0
r0932_for,0,0
r0934,0,0
r0936,0,0
r0937_for,0,0
r0940_for,0,0
r0941_for,0,0
r0942_for,0,0
r0944_for,0,0
r0946_for,0,0
r0947,0,0
r0950,0,0
r0954_for,0,0
r0960_for,0,0
r0961,0,0
r0962,0,0
r0963,0,0
r0968,0,0
r0970_for,0,0
r0973_for,0,0
r0974_for,0,0
r0975,0,0
r0983,0,0
r0984_for,0,0
r0986,0,0
r0987_for,0,0
r0988,0,0
r0989_for,0,0
r0990_for,0,0
r0992,0,0
r0993,11.33,4.76
r0994_for,0,0
r0995_for,0,0
r0997,0,0
r0998_for,0,0
r0999_for,0,0
r1000,0,0
r1001,0,0
r1002,0,0
r1003,0,0
r1004,0,0
r1005,0,0
r1006,0,0
r1007_for,0,0
r1008,0,0
r1010_for,0,0
r1011,0,0
r1012,11.33,4.76
r1013,0,0
r1014,11.33,4.76
r1015,0,0
r1017,11.33,4.76
r1018_for,0,0
r1019_for,0,0
r1020_for,0,0
r1021_for,0,0
r1024,11.33,4.76
r1025,11.33,4.76
r1026,11.33,4.76
r1027,0,0
r1028,11.33,4.76
r1029,11.33,4.76
r1030_for,0,0
r1033,0,0
r1034,0,0
r1043,0,0
r1044,0,0
r1045,0,0
r1048,0,0
r1049,0,0
r1050_for,0,0
r1051_for,0,0
r1052,0,0
r1054,0,0
r1055,0,0
r1056,0,0
r1057,0,0
r1059,0,0
r1061,0,0
r1062,0,0
r1063,0,0
r1064,0,0
r1067,0,0
r1068,0,0
r1071,0,0
r1073,0,0
r1074,0,0
r1076,0,0
r1077,0,0
r1078,0,0
r1080,0,0
r1081,0,0
r1082,0,0
r1088_for,0,0
r1090,0,0
r1092,-999999,0
r1093,-999999,0
r1094,-999999,0
r1095,-999999,0
r1096,-999999,0
r1097,-999999,0
r1098,-999999,0
r1099,-999999,0
r1100,-999999,0
r1101,-999999,0
r1102,-999999,0
r1103,-999999,0
r1104,-999999,0
r1105,-999999,0
r1106_for,0,0
r1109_for,2.16,0.77
r1112,-999999,0
r1113,-999999,0
r1116_for,0,0
r1117_for,0,0
r1127,0,0
r1128,0,0
r1129,0,0
r1130,0,0
r1131,0,0
r1132,0,0
r1133,0,0
r1134,-863.05,11.08
r1135_for,11.44,14.57
r1136,-999999,0
r1137,-999999,0
r1140,0,0
r1143,0,0
r1144,0,0
r1146,94.44,9.51
r1147_for,0,0
r1148_for,0,0
r1150,0,0
r1154_for,-15.53,9.11
r1155,0,0
r1156_for,13.22,7.98
r1159_for,0,0
r1162,11.33,4.76
r1163,0,0
r1164,-3.77,4.17
r1165,-999999,0
r1166,-999999,0
r1167,-8.2,4.54
r1168,-8.2,4.54
r1169,-999999,0
r1170,-999999,0
r1171,-999999,0
r1172,13.42,13.82
r1173,13.42,13.82
r1174,-999999,0
r1175,-999999,0
r1176,-999999,0
r1177,26.95,6.64
r1178,26.95,6.64
r1179,37.81,7.07
r1180,37.81,7.07
r1181,-999999,0
r1182,-999999,0
r1183,-999999,0
r1184,-999999,0
r1185,-999999,0
r1186,-999999,0
r1187,-999999,0
r1188,-999999,0
r1189,-999999,0
r1190,-999999,0
r1251,-22.73,2.76
r1252,-22.73,2.76
r1253,-381.53,39.22
r1254,-381.53,39.22
r1255,-22.73,2.76
r1257,-33.59,3.65
r1259,-22.73,2.76
r1260,-22.73,2.76
r1262,-23.83,3.77
r1290,0,0
r1291_for,0,0
r1292_for,0,0
r1293,-999999,0
r1294,-999999,0
r1298,0,0
r1299,0,0
r1301,0,0
r1302_for,0,0
r1303,0,0
r1304,0,0
r1313,-999999,0
r1314,-999999,0
r1315,-999999,0
r1316,-999999,0
r1317,-999999,0
r1318_for,0,0
r1319,-999999,0
r1320,-999999,0
r1321,-999999,0
r1322,-999999,0
r1323,-999999,0
r1324,-999999,0
r1325,-999999,0
r1326,-999999,0
r1327,-999999,0
r1328,-999999,0
r1329,-999999,0
r1330,-999999,0
r1331,-999999,0
r1332,-999999,0
r1333,-999999,0
r1334,-999999,0
r1335,-999999,0
r1336,-999999,0
r1337,-999999,0
r1338,-999999,0
r1339,-999999,0
r1340,-999999,0
r1341,-999999,0
r1342,-999999,0
r1343,-999999,0
r1344,-999999,0
r1345,-999999,0
r1346,-999999,0
r1347,-999999,0
r1348,-999999,0
r1349,-999999,0
r1350,-999999,0
r1351,-999999,0
r1352,-999999,0
r1353,-999999,0
r1354,-999999,0
r1355,-999999,0
r1356,-999999,0
r1357,-999999,0
r1358,-999999,0
r1359,-999999,0
r1364,0,0
r1365,0,0
r1367,0,0
r1368,0,0
r1374,-4.08,3.52
r1375,0,0
r1377_for,-45.73,5.7
r1378_for,56.65,8.19
r1380_for,-105.53,9.62
r1381_for,-6.8,14.32
r1382,-999999,0
r1383,-999999,0
r1384_for,-999999,0
r1386,-999999,0
r1391,-999999,0
r1392,-999999,0
r1393,-999999,0
r1394,-999999,0
r1395,-999999,0
r1396,-999999,0
r1397,-999999,0
r1398,-999999,0
r1399,-999999,0
r1400,0,0
r1401,0,0
r1402,-999999,0
r1403,-999999,0
r1411,-999999,0
r1418_for,-36.6,6.9
r1421_for,0,0
r1423,0,0
r1427,0,0
r1428_for,0,0
r1429_for,0,0
r1430,-999999,0
r1431,136.51,7.04
r1432,133.39,5.14
r1433,-34.1,5.29
r1434,0,0
r1435,0,0
r1436,0,0
r1437,0,0
r1440,0,0
r1441,0,0
r1443,-60.73,7.2
r1444,-60.73,7.2
r1445,-60.73,7.2
r1446,-73.51,12.95
r1447,-56.37,12.41
r1448,-56.37,12.41
r1449,-56.37,12.41
r1450,-999999,0
r1451,-56.37,12.41
r1453_for,255.87,27.05
r1454,0,0
r1455,0,0
r1456,0,0
r1457,-999999,0
r1459_for,0,0
r1464_for,0,0
r1466_for,-1163.95,30.97
r1467_for,0,0
r1468_for,0,0
r1472,-999999,0
r1474,-999999,0
r1477,-999999,0
r1479,-999999,0
r1481,-999999,0
r1487_for,-22.73,2.76
r1488_for,-999999,0
r1492,0,0
r1493,0,0
r1495,0,0
r1497,0,0
r1498,0,0
r1499,0,0
r1500,0,0
r1501,0,0
r1502,0,0
r1503,0,0
r1512,0,0
r1514,11.33,4.76
r1515,11.33,4.76
r1516,11.33,4.76
r1517,11.33,4.76
r1518,11.33,4.76
r1519,11.33,4.76
r1520,11.33,4.76
r1521,11.33,4.76
r1522,11.33,4.76
r1523,11.33,4.76
r1525,11.33,4.76
r1526,11.33,9.47
r1527,11.33,4.76
r1528,-999999,0
r1529,11.33,4.76
r1530,11.33,4.76
r1531,11.33,9.47
r1532,11.33,9.47
r1533,11.33,9.47
r1536,11.33,4.76
r1538,0,0
r1540,0,0
r1544_for,0,0
r1546_for,0,0
r1547_for,0,0
r1548_for,0,0
r1549_for,0,0
r1551_for,0,0
r1552_for,0,0
r1553_for,0,0
r1554_for,0,0
r1556_for,0,0
r1557_for,0,0
r1559_for,0,0
r1560_for,0,0
r1561_for,0,0
r1562_for,0,0
r1563_for,0,0
r1564_for,0,0
r1565_for,0,0
r1566_for,0,0
r1567_for,0,0
r1568_for,0,0
r1569_for,0,0
r1570_for,0,0
r1571_for,0,0
r1573_for,0,0
r1574_for,0,0
r1575_for,0,0
r1576_for,0,0
r1578_for,0,0
r1579_for,0,0
r1580_for,0,0
r1581_for,0,0
r1583_for,0,0
r1584_for,0,0
r1585_for,0,0
r1586_for,0,0
r1587_for,0,0
r1588_for,0,0
r1589_for,0,0
r1590_for,0,0
r1591_for,0,0
r1592_for,0,0
r1593_for,0,0
r1594_for,0,0
r1595_for,0,0
r1596_for,0,0
r1597_for,0,0
r1598_for,0,0
r1599_for,0,0
r1600_for,0,0
r1602_for,0,0
r1603_for,0,0
r1604_for,0,0
r1605_for,0,0
r1606_for,0,0
r1607_for,0,0
r1608_for,0,0
r1609_for,0,0
r1610_for,0,0
r1611_for,0,0
r1612_for,0,0
r1613_for,0,0
r1614_for,0,0
r1615_for,0,0
r1616_for,0,0
r1617_for,0,0
r1618_for,0,0
r1619_for,0,0
r1620_for,0,0
r1621_for,0,0
r1622_for,0,0
r1623_for,0,0
r1624_for,0,0
r1625_for,0,0
r1626_for,0,0
r1627_for,0,0
r1628_for,0,0
r1629_for,0,0
r1630_for,0,0
r1631_for,0,0
r1632_for,0,0
r1633_for,0,0
r1634_for,0,0
r1635_for,0,0
r1636_for,0,0
r1637_for,0,0
r1638_for,0,0
r1639_for,0,0
r1640_for,0,0
r1641_for,0,0
r1642_for,0,0
r1643_for,0,0
r1644_for,0,0
r1645_for,0,0
r1646_for,0,0
r1647_for,0,0
r1648_for,0,0
r1649_for,0,0
r1650_for,0,0
r1651_for,0,0
r1652_for,0,0
r1653_for,0,0
r1654_for,0,0
r1655_for,0,0
r1656_for,0,0
r1657_for,0,0
r1658_for,0,0
r1659_for,0,0
r1660_for,0,0
r1661_for,0,0
r1662_for,0,0
r1664_for,0,0
r1665_for,0,0
r1666_for,0,0
r1667_for,0,0
r1668_for,0,0
r1669_for,0,0
r1670_for,0,0
r1671_for,0,0
r1672,0,0
r1673,0,0
r1674,0,0
r1675,0,0
r1676,0,0
r1677,0,0
r1678,0,0
r1679,0,0
r1680,0,0
r1681,0,0
r1682,0,0
r1683,0,0
r1684,0,0
r1685,0,0
r1686,0,0
r1687,0,0
r1690,0,0
r1691,0,0
r1692,0,0
r1693,0,0
r1695,0,0
r1696,0,0
r1698,0,0
r1700,0,0
r1701,0,0
r1702,0,0
r1705,0,0
r1706,0,0
r1707,0,0
r1708,0,0
r1710,0,0
r1711,0,0
r1713,0,0
r1715,0,0
r1716,0,0
r1717,0,0
r1720,0,0
r1721,0,0
r1722,0,0
r1723,0,0
r1725,0,0
r1726,0,0
r1728,0,0
r1730,0,0
r1731,0,0
r1732,0,0
r1733,0,0
r1734,0,0
r1735,0,0
r1736,0,0
r1737,0,0
r1738,0,0
r1739,0,0
r1740,0,0
r1741,0,0
r1742,0,0
r1743,0,0
r1744,0,0
r1745,0,0
r1746,0,0
r1747,0,0
r1748,0,0
r1749,0,0
r1750,0,0
r1751,0,0
r1752,0,0
r1753,0,0
r1754,0,0
r1755,0,0
r1756,0,0
r1757,0,0
r1758,0,0
r1759,0,0
r1760,0,0
r1761,0,0
r1762,0,0
r1763,0,0
r1764,0,0
r1765,0,0
r1766,0,0
r1767,0,0
r1768,0,0
r1769,0,0
r1770,0,0
r1771,0,0
r1772,0,0
r1773,0,0
r1774,0,0
r1775,0,0
r1776,0,0
r1777,0,0
r1778,0,0
r1779,0,0
r1780,0,0
r1781,0,0
r1782,0,0
r1783,0,0
r1784,0,0
r1785,0,0
r1786,0,0
r1787,0,0
r1788,0,0
r1789,0,0
r1790,0,0
r1791,0,0
r1792,0,0
r1796,0,0
r1797,0,0
r1798,0,0
r1799,0,0
r1800,0,0
r1801,0,0
r1803,0,0
r1805,0,0
r1806,0,0
r1807,0,0
r1808,0,0
r1809,0,0
r1810,0,0
r1811,0,0
r1812,0,0
r1813,0,0
r1814,0,0
r1815,0,0
r1816,0,0
r1817,0,0
r1818,0,0
r1819,0,0
r1820,0,0
r1821,0,0
r1822,0,0
r1823,0,0
r1824,0,0
r1825,0,0
r1826,0,0
r1827,0,0
r1828,0,0
r1829,0,0
r1830,0,0
r1831,0,0
r1832,0,0
r1833,0,0
r1834,0,0
r1835,0,0
r1836,0,0
r1837,0,0
r1841,0,0
r1842,0,0
r1843,0,0
r1844,0,0
r1846,0,0
r1847,0,0
r1848,0,0
r1850,0,0
r1851,0,0
r1852,0,0
r1853,0,0
r1854,0,0
r1855,0,0
r1856,0,0
r1857,0,0
r1858,0,0
r1859,0,0
r1860,0,0
r1861,0,0
r1862,0,0
r1863,0,0
r1864,0,0
r1865,0,0
r1866,0,0
r1867,0,0
r1871,0,0
r1872,0,0
r1873,0,0
r1874,0,0
r1876,0,0
r1877,0,0
r1879,0,0
r1880,0,0
r1881,0,0
r1882,0,0
r1883,0,0
r1884,0,0
r1885,0,0
r1886,0,0
r1887,0,0
r1888,0,0
r1889,0,0
r1890,0,0
r1891,0,0
r1892,0,0
r1893,0,0
r1894,0,0
r1895,0,0
r1896,0,0
r1897,0,0
r1898,0,0
r1899,0,0
r1900,0,0
r1901,0,0
r1902,0,0
r1903,0,0
r1904,0,0
r1905,0,0
r1906,0,0
r1907,0,0
r1908,0,0
r1909,0,0
r1910,0,0
r1911,0,0
r1912,0,0
r1913,0,0
r1914,0,0
r1915,0,0
r1916,0,0
r1917,0,0
r1918,0,0
r1919,0,0
r1920,0,0
r1921,0,0
r1922,0,0
r1923,0,0
r1924,0,0
r1925,0,0
r1926,0,0
r1928,0,0
r1929,0,0
r1930,0,0
r1931,0,0
r1932,0,0
r1933,0,0
r1934,0,0
r1935,0,0
r1936,0,0
r1937,0,0
r1938,0,0
r1939,0,0
r1940,0,0
r1941,0,0
r1942,0,0
r1943,0,0
r1944,0,0
r1945,0,0
r1946,0,0
r1947,0,0
r1948,0,0
r1949,0,0
r1950,0,0
r1951,0,0
r1952,0,0
r1953,0,0
r1954,0,0
r1955,0,0
r1956,0,0
r1957,0,0
r1958,0,0
r1959,0,0
r1960,0,0
r1961,0,0
r1962,0,0
r1963,0,0
r1964,0,0
r1965,0,0
r1966,0,0
r1967,0,0
r1968,0,0
r1969,0,0
r1970,0,0
r1971,0,0
r1972,0,0
r1973,0,0
r1974,0,0
